number,polling_station_code,polling_station_name,constituency,district,region,source
39909,R090102,DASABLIGO CLINIC,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39910,R090201,WONDABUHI,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39911,R090202,KONGO SENIOR HIGH SCHOOL,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39912,R090203,KONGO -DABORIN PRIMARY SCHOOL,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39913,R090301A,KONGO PRIMARY SCHOOL,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39914,R090301B,KONGO PRIMARY SCHOOL,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39915,R090302,KONGO-GUROUG PRIMARY SCHOOL,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39916,R090303,PITTANGA WORKSHOP,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39917,R090401,ZUA CHPS COMPOUND,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39918,R090402,ZUA DAY CARE,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39919,R090501,YAKOTE CLINIC,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39920,R090502,YAKOTE PRIMARY SCHOOL,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39921,R090503,GUNWAGRE PRIMARY SCHOOL,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39922,R090601,NANGODI PRIMARY SCHOOL,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39923,R090602,OLD COUNCIL OFFICE,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39924,R090603A,SOLIGA,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39925,R090603B,SOLIGA,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39926,R090604,NKUNZESI PRIMARY SCHOOL,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39927,R090605,NANGODI J.H.S,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39928,R090606,NANGODI SOCIAL CENTRE,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39929,R090701,KOTINTABIGA PRIMARY SCHOOL,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39930,R090702,KOTINTABIG LIBERTY PRIMARY,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39931,R090703,KUGRI,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39932,R090704,DASANG,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39933,R090705,POTIN,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39934,R090801,SEKOTI SENIOR HIGH SCHOOL,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39935,R090802,SEKOTI CLINIC,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39936,R090803,SEKOTI PRIMARY SCHOOL,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39937,R090901,NYOGBARE PRIMARY SCHOOL,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39938,R090902,NYOGBARE JHS,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39939,R090903,NYOGBARE CLINIC,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39940,R091001,PELUNGU PRIMARY SCHOOL,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39941,R091002,PELUNGU JHS,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39942,R091003,PRINCETON ACADEMY KG BLOCK,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39943,R091004,ZEMBOUG PRIMARY SCHOOL,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39944,R091101,TINDONGO PRIMARY SCHOOL,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39945,R091102,TINDONGO JHS,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39946,R091103,MIIHIBOOG,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39947,R091201A,ST. JOSEPH JHS,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39948,R091201B,ST. JOSEPH JHS,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39949,R091202A,LOGRE COMM PRIMARY,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39950,R091202B,LOGRE COMM PRIMARY,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39951,R091203A,DAMOLGU CLINIC,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39952,R091203B,DAMOLGU CLINIC,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39953,R091204,DAMOLGU,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39954,R091205,ZOGAMIRE CLINIC,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39955,R091301A,ZANLERIGU PRIMARY SCHOOL,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39956,R091301B,ZANLERIGU PRIMARY SCHOOL,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39957,R091302,WAREDAA,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39958,R091303,GAANE-ASONGE PRIMARY SCHOOL,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39959,R091304,BARIKI MKT,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39960,R091305,DAGLIGA,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39961,R091306,DAGAAGI,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39962,R091307,GUNDORK PRIMARY SCHOOL,NABDAM,NABDAM,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39963,R100101,SAPELIGA DISPENSARY,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39964,R100102,SAPELIGA PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39965,R100103,SAPELIGA MARKET SQUARE,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39966,R100104,SAPELIGA AREA COUNCIL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39967,R100105,KARE NATINGA PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39968,R100201,GALAKA PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39969,R100202,GALAKA CHIPS COUNPOUND,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39970,R100203,GUZONGO,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39971,R100204,SALIPIIGA PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39972,R100301,GOOGO PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39973,R100302,TEMPELIGO,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39974,R100303,AGATUSE PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39975,R100304,SAKPARE,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39976,R100305,YAKOLUK,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39977,R100401,KOMAKA PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39978,R100402,FETEGA,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39979,R100501,TANGA PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39980,R100502,TOENDE PENTECOST SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39981,R100503,WIIGA,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39982,R100504,TONDE PRIM. SCH.,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39983,R100601,GOZEISI,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39984,R100602,SITANDE PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39985,R100603,BUGORE PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39986,R100701,TANGA KPALSAKO PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39987,R100702,GBANDARE PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39988,R100703,TANGA - DABOT,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39989,R100704,KINAB DABAOT ADULT LITRARCY,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39990,R100801,TIMONDE PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39991,R100802,TIMONDE MARKET SQUARE,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39992,R100803,BIRINGO,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39993,R100804,GORIGA,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39994,R100805,TIMOND-GUURE PRIM. SCH.,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39995,R100901,BINABA PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39996,R100902,BINABA OLD DAYCARE CENTER,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39997,R100903A,GORI PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39998,R100903B,GORI PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
39999,R100904,BINABA AREA COUNCIL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40000,R100905,TETAKO PRIMARY,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40001,R101001,AGARGO PRIMARY,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40002,R101002A,KOPELLA PRIM. SCH.,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40003,R101002B,KOPELLA PRIM. SCH.,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40004,R101101,ZEEGO,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40005,R101102,GABULIGA,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40006,R101201A,AZUWERA PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40007,R101201B,AZUWERA PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40008,R101301,GUMBARE,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40009,R101302,ADAGBIRA,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40010,R101401,KUSANABA FORMER COUNCIL OFFICE,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40011,R101402,KUSANABA PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40012,R101403,KUSANABA ADULT LITERACY,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40013,R101404,FORMER DC BUNGALOW,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40014,R101405A,KUSANABA SENIOR HIGH SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40015,R101405B,KUSANABA SENIOR HIGH SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40016,R101406,NAGMOGO,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40017,R101501,ZEBILLA PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40018,R101502,ZEBILLA PENTECOST CHURCH,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40019,R101503,ZEBILLA A/G CHURCH,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40020,R101504,CAC INTERNATIONAL CHURCH,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40021,R101505,ZEBILLA NCCE OFFICE,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40022,R101506,ZEBILLA MARKET SQUARE,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40023,R101507,ASOUMNORE MOSQUE,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40024,R101508A,ZEBILLA COURT,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40025,R101508B,ZEBILLA COURT,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40026,R101509,HAMDANIYA PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40027,R101510,ZEBILLA CRAFT CENTRE,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40028,R101601A,ZEBILLA CEPS BARRIER,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40029,R101601B,ZEBILLA CEPS BARRIER,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40030,R101602,ZEBILLA CEPS BARRIER B,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40031,R101603,ZEBILLA JUNIOR HIGH SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40032,R101604A,ZEBILLA SENIOR HIGH SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40033,R101604B,ZEBILLA SENIOR HIGH SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40034,R101605,KUBOKO PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40035,R101606,NARIGU PRIM. SCH.,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40036,R101701,YIKURUGU PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40037,R101702,GUNGA COMM. CENTRE,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40038,R101703,ANKPALIGA PRIMARY,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40039,R101704,ANKPALIGA NO.1 MOSQUE,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40040,R101705,SAKOM PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40041,R101706,ASUNGMEG MARKET SQUARE,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40042,R101707,AZANGA PRIM. SCH.,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40043,R101801,CAMP SAAKA,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40044,R101802,SAAKA ONIONS MARKET,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40045,R101803,ANIEGO PRIM. SCH.,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40046,R101804A,KOBORE PRIMARY SCHOOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40047,R101804B,KOBORE PRIMARY SCHOOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40048,R101901,YARIGU PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40049,R101902,YETONA,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40050,R102001,TESHIE PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40051,R102002,LATAN,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40052,R102003,TESHIE MARKET SQUARE,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40053,R102004,ZEROGA PRIM. SCH.,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40054,R102005,TESHIE JUNIOR HIGH SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40055,R102101,SOOGO PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40056,R102102,SOOGO CHIPS COUNPOUND,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40057,R102103,SOOGO AGAAGO PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40058,R102104,KPERIGU NIGHT SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40059,R102201A,LAMBOYA PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40060,R102201B,LAMBOYA PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40061,R102202,BAZUNDE PENTECOST CHURCH,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40062,R102203,KUKURUZUA PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40063,R102301,KANSOGO PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40064,R102302,KUKOOGO PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40065,R102303,KUBOUOGO,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40066,R102401,TILLI PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40067,R102402,TILLI A/G CHURCH,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40068,R102403,AZUPUPUNGI,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40069,R102501,TARIKOM PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40070,R102502,GBERE,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40071,R102503,ASAPALIGU NUTRITION CENTRE,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40072,R102601,WIDNABA PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40073,R102602,WEARI,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40074,R102603,WIDNABA GOOGO,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40075,R102701,GBANTONGO PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40076,R102702,GBANTONGO CHIPS COMPOUND,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40077,R102703,AZONGO,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40078,R102704,ARINGA A/G CHURCH,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40079,R102801,KAMEGA PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40080,R102802,NAGBERE A/G CHURCH,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40081,R102803,TERAGO,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40082,R102901,YELWOKO PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40083,R102902,ZABZOGA,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40084,R102903,ASOBILIGA,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40085,R103001,BOYA PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40086,R103002,ZUA-BOKO PRIM. SCH.,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40087,R103003,ADOSE PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40088,R103004,ZOAYANGA,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40089,R103101A,BOYA -KPALSAKO PRIMARY,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40090,R103101B,BOYA -KPALSAKO PRIMARY,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40091,R103102,NAGURE PENTECOST CHURCH,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40092,R103103,GUMBO,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40093,R103104,KPANTARIGO,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40094,R103201,ZONGOIRI PRIMARY SCHOOL,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40095,R103202,KPARIWA /ZIBOKO,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40096,R103203,BULINGA,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40097,R103204,BULINGA PRIM. SCH.,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40098,R103205,GANARI,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40099,R103301,DAGUNGA PRIM. SCH.,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40100,R103302,GUNDAGO PRIM. SCH.,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40101,R103303,DAGUNGA KANSOOGO,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40102,R103304,GBANG A/G CHURCH,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40103,R103401,APODABOGO PRIM,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40104,R103402,APODABOGO JUNIOR HIGH,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40105,R103403,APODABOGO KPALSAKO,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40106,R103404,PERI,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40107,R103405,APODABOGO NO. 2 PRIM. SCH.,ZEBILLA,BAWKU WEST,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40108,R110101,DADURI PRIMARY SCHOOL,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40109,R110102,DADURI JNR HIGH SCH.,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40110,R110103,NUJUUMU ISLAMIC SCH.,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40111,R110104,BAWK-ZUA,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
40112,R110105,AZANGA,BAWKU CENTRAL,BAWKU MUNICIPAL,UPPER EAST,Ghana Electoral Commission 2024 Polling Stations
